gene	PAPmneg1	PAPmneg2	PAPmpos1	PAPmpos2	SCCmneg1	SCCmneg2	SCCmpos1	SCCmpos2
Xk	60	41	71.288	45	3	38	16	55
Xkr4	26	11	29	60.999	4	29	12	58
Xkr5	6	7	9	1	3	3	1	2
Xkr6	17	20	55	60	16	28	34	46
Xkr7	0	0	0	0	0	0	0	0
Xkr8	31	35	44.931	47	36.729	56	39.006	65.113
Xkr9	0	0	0	0	0	0	0	0
Xkrx	40	21	52	21	21	12	28	15
Xlr	4	14.484	2	4.824	4.709	4	3	2
Xlr3a	74.541	14.147	196.948	46.143	5.989	4.141	2.537	2.174
Xlr3b	244.397	49.613	877.502	147.882	24.011	12.554	29.447	1.825
Xlr3c	24.654	12.241	62.579	8.922	0	0	1.922	0
Xlr3d-ps	0	0	0	0	0	0	0	0
Xlr3e-ps	0	0	0	0	0	0	0	0
Xlr4a	3.493	0	0	0	0	0	0	0
Xlr4b	94.487	0	1271.235	3.02	12.358	6.686	17.112	1
Xlr4c	20.89	1	56.98	5.035	7.642	1.826	6.019	0
Xlr4d-ps	0	0	0	0	0	0	0	0
Xlr4e-ps	0	0	4.756	0	0	0	0	0
Xlr5a	0	0	0	0	0	0	0	0
Xlr5b	0	0	0	0	0	0	0	0
Xlr5c	0	0	0	0	0	0	0	0
Xlr5d-ps	0	0	0	0	0	0	0	0
Xlr5e-ps	0	0	0	0	0	0	0	0
Xndc1	315.375	242.965	266.576	214.698	337.931	291.115	313.536	208.039
Xntrpc	18.625	20.035	13.424	11.301	30.069	13.884	12.464	10.96
Xpa	236.999	134.388	319.316	164.03	345.1	185.001	426.043	267
Xpc	651	610	639	591	986	599	1159	637
Xpnpep1	1200.899	902.342	778.62	1196.817	1083.052	2037.747	2016.75	2597.191
Xpnpep2	14	11	5	3.021	30	4	30	7.036
Xpnpep3	400.889	370.476	435.918	471.284	366.725	533	604.532	671.664
Xpo1	5837.999	4176	7988	5775.001	4277	7192	5702.999	8294.001
Xpo4	1723.999	988.999	1899	1498	701	1774	1369	2143.999
Xpo5	3079.05	2944.301	2753.596	2798.138	2373.459	3698.991	3642.317	3958.623
Xpo6	2600.001	2754.998	2207.607	3372.513	3149.211	4037.298	4384.003	5004.319
Xpo7	3844.375	3315.385	4233.452	3956.221	2776.688	4810.477	4646.58	5809.122
Xpot	4595.373	3608.279	4899.088	3932.613	3349.646	4652.609	5444.182	5848.502
Xpr1	939.058	797	988.003	1023.015	643	1039	1363.024	1112.004
Xrcc1	1066.999	1221.308	1110.999	1113	1283.999	1320.001	1266.001	1565
Xrcc2	254.947	237.571	309.318	216.363	243.994	375.416	226.71	365.035
Xrcc3	226.916	223.583	271.575	217.643	253.648	156.968	278.785	178.158
Xrcc4	320.676	225.312	487.34	282.45	265.404	361.318	361.835	448.92
Xrcc5	1923	1400	2821	1443	1399	2045	1812	2463
Xrcc6	999.011	765.403	1081.868	815.203	843.426	1244.433	946.433	1234.149
Xrn1	1342	742.138	1240.033	1317.866	858.6	1246.215	1796.958	1664.077
Xrn2	4820	3103.999	5339	4041	4667.999	4845	7910	5992
Xrra1	6	3	6	0	12	3	7	1
Xxylt1	1038.511	794	826.266	909	1052.532	1161.202	1396.793	1300.567
Xylb	224	142	200	113	154	165	155	185
Xylt1	157	213	70	196	309	256	442	197
Xylt2	656	755	576	676	996	915	1290	1011
Yae1d1	835.979	652.158	1249.114	706.435	557.016	840.498	775.011	916.274
Yaf2	859	797	987	879	827	1185	1080	1295
Yap1	5056.883	4531.134	4666.928	5542.011	5861.071	6524.125	8625.884	7616.961
Yars	3109.024	2762.022	3281.103	2303.01	2956.932	3655.044	3157.47	3518.132
Yars2	612	576.999	640	593	690	732	673.999	751
Ybey	155.746	92.034	201.969	74.971	139.097	145.001	134.571	191.443
Ybx1	21244.2	21628.348	26880.326	23991.737	21405.994	31705.702	25471.413	40249.498
Ybx1-ps2	1.365	1.385	6.455	4.708	3.931	8.293	9.88	10.942
Ybx2	28	25	30	31	41	57	37	80
Ybx3	15377	14402.001	15333.001	12944.001	20036	19033	20967	20634.001
Ydjc	367.685	281.988	324.527	218.783	316.2	251.107	355.111	287.672
Yeats2	1183.359	1028.942	1171.717	1446.352	851.656	1665.96	1559.231	1946.104
Yeats4	934	922	1197	855.001	1321	1243	1452	1390
Yes1	1177.94	732.835	1713.167	1431.811	911.843	1368.916	1591.591	1836.896
Yif1a	138.065	168.332	229.335	201.028	155.075	303.39	185.6	274.748
Yif1b	983.2	1320.897	1073.42	1045.312	1675.676	1572.153	1372.617	1539.68
Yipf1	1064	1060.001	1339.001	1015.999	1528	1346.999	1693.999	1512
Yipf2	634.702	606.594	820.013	808.484	698.537	721.831	925.315	928.638
Yipf3	1513	1748	1435	1809	2805	1995.999	3151.999	2149
Yipf4	608.788	339.861	477.017	558.349	690.267	527.307	794.433	596.143
Yipf5	1601.559	1547.854	2291.151	2173.11	1339.691	2231.03	1907.368	2940.686
Yipf6	1100	591.999	1500.977	1052	696.001	1086	1126	1374.999
Yipf7	0	0	0	0	0	0	1	0
Yjefn3	6	7	12	11	17	5	17	7
Ykt6	5139	5536	5884	6411	5871	6850	7840	8261
Ylpm1	1710	1473.998	1499	1878	933.001	2422.998	1797	2744
Yme1l1	4334.97	2626	7309	4391.999	2315	4916.001	3838	6424
Yod1	312	151.862	489.773	400.626	176.31	266.997	270.788	319.074
Ypel1	3.899	9.466	5.413	21.225	13.269	5	13.848	3.845
Ypel2	128	118	24	212.243	183	77.259	161	93
Ypel3	515	419	649	536.001	1017	330.001	1100	400.999
Ypel4	1	0	8	8	14	0	13	0
Ypel5	273.408	234.547	415.565	325.31	349.597	305.538	619.177	456.841
Yrdc	1693.963	1699.894	1762	1425.994	2432.846	1964	2597.678	2139.997
Ythdc1	2305.422	1711.386	2840.682	2586.08	1381.874	2428.997	2663.897	3078.723
Ythdc2	513	258.74	592	456	198	384	403	560
Ythdf1	2264	2159	2462	2534	2666	2807	3302	3221
Ythdf2	1862	1581	2027	1810.862	1535	1835	2044.999	2154
Ythdf3	2615	1810	3807.999	3205	1697	2912	3237.001	4093.001
Ywhab	9724	8525	11522	10870	8815	13821	11931	17350
Ywhae	19232	17489	23657.001	18112.999	17957	28442	22881.001	32521
Ywhag	11479.894	14424.946	11326.729	19478.91	7035.959	17502.97	12895.888	25533.76
Ywhah	5662.321	6764.448	6929.476	7898	5992.514	11463	7309.482	13338.361
Ywhaq	11004.237	9882.013	16300.385	13232.262	10999.162	16734.544	14789.845	22029.731
Ywhaq-ps1	5228.377	5018.702	6711.068	5483.354	3619.954	6192.779	4272.427	6954.474
Ywhaq-ps2	6.278	3.117	16.763	2.071	1.03	5.223	6.263	10.453
Ywhaq-ps3	126.843	135.846	147.745	0	56.534	241.095	43.18	167.726
Ywhaz	24535.5	17073.501	30033	22557.338	16351.999	29641.218	25062.998	37607.815
Yy1	3277	3293	3583	3868	3712	4438	5211	5197
Yy2	135.06	57.669	160.039	127.817	77.161	89.699	109.8	185.121
Zadh2	1327.729	810.202	1216.867	1049.39	1076.56	972.29	1609.744	1123.593
Zakit	0	0	0	0	0	0	0	0
Zan	3.014	2	1	1	0	2.041	0	1.014
Zap70	5	10	5	2	10	5	6	4
Zar1	4	0	3	4	0	0	7	4
Zar1l	0	3	0	0	0	0	0	0
Zbbx	0	0	0	0	0	0	0	0
Zbed3	121	88	31	68	228	127	317	145
Zbed4	767.908	895.61	1021.321	1179.241	549.507	1132.1	839.706	1292.931
Zbed4-ps1	0	0	0	0	0	0	0	0
Zbed4-ps2	1.05	0	0	1.046	0	0	0	0
Zbed4-ps3	0	0	0	0	0	0	0	0
Zbed5	39.89	27.548	40.584	37.317	55.408	26.777	65.162	29.295
Zbed6	0	109.984	0	337.935	0	218.69	145.548	118.772
Zbp1	63	124	88	101	64.999	44	46	49
Zbtb1	931.377	775.014	1373.194	1425.838	691.002	977.38	1267.694	1202.271
Zbtb10	38	21	7	18	61	27	58	10
Zbtb11	719.176	601.39	959.24	802.567	421.752	789.299	717.024	958.303
Zbtb11os1	25.893	19.611	23.502	9.69	83.602	13.701	86.977	16.936
Zbtb12	121.227	180.555	111.048	120	239.924	185	354.631	208.34
Zbtb14	435	337	420	381	370	447	532	478.703
Zbtb16	7	24	2	22	276	4	323	7.139
Zbtb17	996	1005.999	1058	1064	1430	1190	1636.001	1464.998
Zbtb18	783.001	711.001	842	934	636	1011	1092	1326
Zbtb2	359.826	386.5	305.466	342.086	542.969	419.812	625.047	398.473
Zbtb20	172.57	127.999	36.232	115.527	100.304	122	110	66.717
Zbtb21	333.389	428.752	464.96	344.436	324.082	347.366	574.321	528.576
Zbtb22	1062	923	995	936	1439	1121	1831	1234
Zbtb24	355.416	375.208	397.999	436.843	402.967	412.014	558.772	521.431
Zbtb25	235.001	175	233	158	252	186	362	269.999
Zbtb26	152.099	110.262	279.813	255.544	66.543	157.202	104.047	251.417
Zbtb3	68	124	91	97	81	97	82	98
Zbtb32	8	2	7	12	6	5	4	4
Zbtb33	1294	752	1812	1502	824.64	1220.194	1571	1791
Zbtb34	272	206	295	301	245	304	460	320
Zbtb37	227.768	175.295	236.669	334.461	122.073	174.745	263.178	282.051
Zbtb38	933.999	769	1055	1101.999	901.001	922	1355	1188.001
Zbtb39	412	374	377	429	391	402	669	514
Zbtb4	1024	1098.001	1045	1481	1273	1243	1970	1760
Zbtb40	426	883.999	497	906	520	839	632	971
Zbtb41	1216	627.999	1476	1248	607	1045.999	1180	1332
Zbtb42	129	205	127	190	234	220.999	372	276
Zbtb43	416	481	585	509	323	418	525	535.999
Zbtb44	711	542.963	683	782.001	1001	649.823	1337.701	757.999
Zbtb45	541.529	610.568	473.111	417.543	631.193	659.186	691.858	659.145
Zbtb46	58	57	12	52	42	68	26.001	38
Zbtb48	365	399	373	313	383	343.001	373	370
Zbtb49	141	117	132	178.001	142.001	143	154.999	152
Zbtb5	666.341	639.898	793.784	607.666	748.814	651.176	952.394	570.572
Zbtb6	476.9	293.586	794.498	479.683	265.432	345.623	391.927	436.533
Zbtb7a	4233	4394.999	3845	4646.001	3811	5162	5812	5562
Zbtb7b	4355.94	4237.998	4744.933	4790.962	3540.968	4864.999	4315.991	5416.993
Zbtb7c	939	442	465	416	703	270	993	212
Zbtb8a	279.764	240.065	172.065	237.478	327.239	266.055	379.539	329.101
Zbtb8b	11	12	13	23	4	10	20	18
Zbtb8os	546.128	461.336	819.508	360.571	642.557	679.428	702.358	705.577
Zbtb9	377.408	440.155	479.565	435.936	304.393	397.45	423.558	503.234
Zc2hc1a	330	239	462.999	329	339	380	463	479.999
Zc2hc1b	0	0	0	0	0	0	0	0
Zc2hc1c	7	4	10	18	12	9	12	6
Zc3h10	422	485.519	397	428.129	636	561	615	561.001
Zc3h11a	4251.258	3015.26	5233.531	5829.342	3377.677	5047.11	6535.211	7013.764
Zc3h12a	947.382	824.771	822.967	774.007	1518.697	960.347	1536.195	1044.447
Zc3h12b	12.226	3	5.097	8.012	3	4.049	2	7
Zc3h12c	452	473	654	666.265	317	498	697.466	562
Zc3h12d	4	2	6	7	3	9	8	6
Zc3h13	1939	1300	1662	2143.001	1017	2244.001	2038	2730
Zc3h14	2970.135	2026.168	3974.971	3045.481	2687.753	3431.869	4150.013	4238.685
Zc3h15	3173.328	2236.717	4634.799	3377.095	2247.985	3807.716	3502.889	4641.814
Zc3h18	3132.873	2755.428	2639.685	2931.999	2723.885	3764.645	3625.215	4273.001
Zc3h3	480.673	390.45	284	412	540	433.149	671.483	560
Zc3h4	2420.128	2323	1466.873	1991.675	2029.027	2687	2806.77	2970.756
Zc3h6	115.141	22.059	107.479	66.231	151.371	35.165	410.439	85.661
Zc3h7a	2099.846	1316.977	3976	3004	1078.001	2110.981	1908.001	2807
Zc3h7b	1761.164	1785.526	1022.591	1550.953	2519.549	1771.583	3750.839	2004.904
Zc3h8	159	111	208	133	139	180	173	193
Zc3hav1	2335.991	2136.99	2208.801	2569.584	2015.936	2847.977	3137.61	3655.963
Zc3hav1l	341	243	232	240	201	326	351	361
Zc3hc1	785.177	664.467	771.143	576.099	921.305	939.005	883.285	946.71
Zc4h2	42	39	37	37	32	49	46	49
Zcchc10	637	475	969	561	348	703.992	527	896
Zcchc11	397	302.999	491.001	475.001	244.001	495.999	493.999	739.001
Zcchc12	2	6	5	6	4	1	3	1
Zcchc13	0	0	0	0	0	0	0	0
Zcchc14	1535	1766.999	1204	1867	1452	2071	2249.001	2039.999
Zcchc17	1316	1109	1933.999	1059.001	1049	1597.999	1107.978	1717.99
Zcchc18	1	2	1	0	2	2	3	1
Zcchc2	957.999	1007	901.001	1297.001	728	1106	1203	1162
Zcchc24	652	869	722	1053	1209	921	1114	1754
Zcchc3	275	147	232	121	177	253	134	219
Zcchc4	450.014	317.42	518.634	402.736	241.014	464.867	367.018	562.726
Zcchc6	2818.755	1942.286	3374.316	2984.831	1851.69	2643.772	3525.089	3727.096
Zcchc7	968.999	600.001	1532	1043	712	867	1168	1107.999
Zcchc8	1117.999	1037.999	1080.999	1007.001	1154	1363.999	1352	1414
Zcchc9	941	703	1333.998	880	779.999	1122.707	1099	1411.708
Zcchc9-ps	0	0	0	0	0	0	0	0
Zcrb1	857.111	680.2	1151.137	693.168	888.009	928.058	871.085	934.046
Zcwpw1	24.464	36.262	23.487	27.562	70.657	24.395	41.257	17.229
Zcwpw2	1	0	4.822	2	0	0	1	0
Zdbf2	5	3	0	8	5	0	7	0
Zdhhc1	387	297.001	372.999	333.001	501	279.001	557	342
Zdhhc11	0	0	0	0	0	0	0	0
Zdhhc12	313	376	285	570.001	492	604	644.001	927
Zdhhc13	1246	696	2196	1322	772	1311	1244	1751
Zdhhc14	12	18	4	7	33	9	22	4
Zdhhc15	95	116	144	58	62	103	71	47
Zdhhc16	986.37	912.122	1167.912	924.2	1139	1293.645	1253.071	1446.6
Zdhhc17	329	428	341	415.999	496	445	614	434
Zdhhc18	2227	3264	2071	3415.001	2565	3668	3268	4112.001
Zdhhc19	0	0	0	0	0	0	0	0
Zdhhc2	129.954	306.68	325.129	249.313	93	707.999	97.001	794.989
Zdhhc20	1822.601	1397.995	2676.897	2428.033	1865.508	2331.042	3517.064	3218.599
Zdhhc21	1803.995	1216.8	2467.583	2591.037	933.005	1996.469	1925.76	3118.613
Zdhhc22	0	1	1	0	1	0	0	0
Zdhhc23	0	10.916	0	0	0	0	0	0
Zdhhc24	313.999	359	324	406.999	386	351	493	471
Zdhhc25	0	0	0	0	0	0	0	0
Zdhhc3	2847.412	2501.697	2799.849	2606.024	3196.81	3183.734	3801.881	3518.422
Zdhhc4	802.999	614	631	663.001	1178	677	1256.001	782.999
Zdhhc5	5607.494	5328.421	6438.899	7062.541	4342.004	7618.024	7260.66	10026.33
Zdhhc6	1599.302	1445.02	1964.373	1428.114	1523.073	1872.002	1920.964	2089.296
Zdhhc7	1446	1696.999	1401	1484	1970	2004	2090	2136.001
Zdhhc8	864.571	1389.253	477.282	1234.886	1580.833	1459.573	2003.224	1803.023
Zdhhc9	866.001	735.001	765.001	884.001	737.511	1024.585	900	1243
Zeb1	187	108.99	30.001	190	90	203	55	49
Zeb2	390.127	319.961	178.268	77.926	388.937	118.566	221.903	67
Zeb2os	5.873	1.033	1.413	1.074	10.065	1.398	3.098	0
Zer1	497	479	405.001	507.001	762.009	568	860	709.003
Zfa-ps	2.528	1.375	2.897	1.331	0	0	0	1.361
Zfand1	772.12	395	1051.402	478.362	723.131	530.204	978.046	692.264
Zfand2a	718.898	667.087	728.001	838.082	778	748.073	1065.011	920.148
Zfand2b	791.001	859	1018	631.001	1423	902.001	1293.001	808.999
Zfand3	963.227	1114.225	754.98	1412.338	688.733	1430.97	1464.844	1481.215
Zfand4	137	113	207	149.001	80.001	195	168	275
Zfand5	1868.37	1315.586	1901.286	2347.019	3107.098	1839.023	3628.802	2624.531
Zfand6	1555.001	1041	2406.999	1763.001	1533.002	1856.999	1971.001	2542
Zfas1	1496.95	1185.003	2274.901	1196.536	3051.231	1328.255	3247.479	1408.672
Zfat	151	240	160	212	182	220	239	301
Zfc3h1	1120.999	1110	1725	2608.001	785	1513.999	1570	2285.999
Zfhx2	137.361	147.993	108.7	220.539	65.739	170.606	149.025	282.719
Zfhx2os	2.508	0	1.345	0	2.33	2.644	0	0
Zfhx3	64	97	63	298	43	203	136	499
Zfhx4	29	51	51	46	13	30	18	50
Zfp-ps	0	0	0	0	0	0	0	0
Zfp1	411.72	311.274	475.818	298.178	717.928	342.615	806.972	348.493
Zfp101	342.478	175.618	681.136	346.049	205.93	215.144	234.816	193.875
Zfp105	17	11	34	26	15	25	28	30
Zfp106	5296.93	4286.948	5328	5490.842	4660.999	6639.859	8212.923	8212.805
Zfp108	24.405	4.824	21.103	14.898	17.964	13.49	20.611	26.053
Zfp109	78.944	55.896	98.307	90.34	37.812	77.493	85.112	101.506
Zfp11	80.454	55.067	114.087	63.249	49.183	70.032	100.142	88.246
Zfp110	1295.671	865.459	1976.333	1092.981	872.147	1170.365	1177.886	1268.82
Zfp111	517.794	385.292	603.208	424.273	278.254	467.592	417.207	539.814
Zfp112	47	22	54	36	87	16	97	40
Zfp113	207.992	153.566	242.931	163.604	148.351	196.01	234.997	245.23
Zfp114	7.965	9.65	5.617	5.356	2.104	10.026	9.749	9.299
Zfp119a	111.366	52.052	167.851	72.15	87.934	74.483	98.769	85.888
Zfp119b	111.136	59.385	127.034	79.296	95.923	75.718	132.107	92.655
Zfp12	427.236	460.39	458.557	497.209	788.011	427.309	1006.86	517.065
Zfp120	439.463	153.526	607.458	336.492	335	332.004	483.326	430.225
Zfp125	41.553	41.376	81.498	96.752	12.541	104.048	55.171	175.768
Zfp128	8	28	7	25	15	11	19	10
Zfp13	59	112	72	55	128	53	91	60
Zfp131	1193.971	859.108	1946.437	1280	1057.005	1271.618	1749.049	1525.204
Zfp133-ps	0	0	0	0	0	0	0	0
Zfp14	26	36	53	38	16	27	28	29
Zfp141	315.059	143.637	426.08	246.51	164.341	283.175	372.353	346.513
Zfp142	526.719	589.583	389.19	708.953	385.214	618.27	681.772	709.518
Zfp143	533	444.001	852.999	672.999	422	768	630	921
Zfp146	1100.91	846.33	1591.388	1198.333	689.576	1305.569	1376.505	1662.968
Zfp148	1421.911	913.058	1920.887	1525.007	973.981	1602	1770.319	2093.351
Zfp148-ps1	0	0	0	0	0	0	0	0
Zfp157	144.468	103.984	237.224	116.373	70.999	141.189	147.238	134.949
Zfp160	402.807	203.827	743.096	379.845	153.6	263.195	257.644	335.242
Zfp169	121.163	132	120.066	178.999	96.075	125	159.001	191
Zfp174	76	57.03	79.26	93	67	66.041	103	61
Zfp180	986	864	1190	958	1072	1173	1503	1097
Zfp182	201	51	260	160	85	104	114	172
Zfp184	17	9	31	7	20	24	21	15
Zfp185	1811	799	2165	1173	663	867	974	871
Zfp189	24	39	41	33	40	45	46	50
Zfp2	15	31	29	14	53	35	51	21
Zfp202	86.216	74	107	102.01	81.282	77.005	124.1	103
Zfp207	6732	6414	9731.999	7377	6749.001	8677.921	8796	9732.999
Zfp212	475.789	569.438	508.797	453.196	680.237	491.929	829.595	483.757
Zfp213	431.688	411.009	352.908	280.877	460.218	344.416	531.017	353.484
Zfp217	1114	1204.001	1125	1528	1141	1190	1824.001	1393
Zfp219	1616.875	1923.914	1400.012	2129.759	2930.434	2187.393	3496.689	2761.892
Zfp229	91.215	90.531	141.332	149.661	49	109.844	82.599	169.424
Zfp235	144.688	144.769	209.624	109.731	139.87	129.028	135.43	127.005
Zfp236	909	908.001	738.001	1150	841	1154	1494	1353.001
Zfp239	118	59	160	52	49	57	73	79
Zfp24	789.999	505	1001	820	682.001	770.001	1128	928.999
Zfp248	142.035	73.744	221.259	139.629	76.029	124.732	125.834	165.75
Zfp251	323.866	391.237	366.83	289.204	336.742	342.203	394.989	339.609
Zfp26	775.435	322.354	1120.628	678.47	498.407	590.194	755.788	693.644
Zfp260	899.327	841.681	1651.156	1471.698	725.423	1133.736	1398.582	1470.155
Zfp263	622	566	756	566.999	620.001	518	897	638
Zfp264	0	0	0	0	0	0	1	0
Zfp266	2392	1067	3647.001	1857	1333.999	1929.999	2217	2093
Zfp27	104	106	136	172	158	157	165.284	176
Zfp273	29.975	18.832	43.893	38.514	29.056	25.178	42.264	49.285
Zfp275	401	363.999	478.001	411	357	593	530	811
Zfp276	572.426	764.022	632.708	785.494	582.845	703.235	646.056	837.627
Zfp277	898.003	700.52	1227.105	712.459	1058.821	1152.296	1319.406	1265.99
Zfp28	76.541	75	59	80	133.042	85.269	180.526	79
Zfp280b	353	295	389	387	218	550	457	632
Zfp280c	726	338.999	1081.999	538	376	630	762	908.001
Zfp280d	678.001	380.999	1034.998	596	382	487.001	743.001	706
Zfp281	437	471	575	703	290	516	652	672
Zfp282	1382	1390	1222.342	1329	2009	1468	2630	1586
Zfp286	10	4	12	6	6	5	15	8
Zfp286os	0	0	0	0	0	0	0	0
Zfp287	33.002	29.253	86.356	84.011	29	50.001	62.117	64.104
Zfp292	976	635	1742	1319	636	1125	1197	1568
Zfp296	322.97	273.998	368.451	278.997	328.906	295.665	270.886	374.059
Zfp3	65	42	72.566	26	55	31	60	66
Zfp30	19	17	10	21	58	10	46	19
Zfp300	17	9	10	6	13	9	11	2
Zfp316	190.504	264.387	124.858	168.755	450.481	177.14	571.51	159.115
Zfp317	527.031	472.362	799.91	650.796	365.671	579.833	572.34	791.348
Zfp318	301	385.052	169	357	414.28	362.076	683.246	337.043
Zfp319	427	646	292	634	721.567	646	890	672
Zfp322a	496.902	378.994	942.915	586.185	226.987	583.995	366.982	725.995
Zfp324	202	186	190	172.999	188.999	199	222	187
Zfp326	1069	750.999	1133.002	945.998	740.999	1050	1064	1226.001
Zfp329	191	143	392	262	86	137	110	173
Zfp330	1341.673	1055.028	1762.41	1271.978	1184.001	1339	1513	1560
Zfp334	54	100	84	86	42	85	59	88
Zfp335	1330.67	1536.21	1042.499	1562.835	1458.222	1737.065	2032.425	2204.942
Zfp335os	22.052	21.438	20.358	24.287	66.037	12.371	69.654	16.599
Zfp341	140	196	139	159	160	275	196	241
Zfp345	1.016	1.1	3.083	4.076	2.207	2.404	0	0
Zfp346	512.001	487.999	583.998	479	521.001	580.001	689	727.001
Zfp35	739	515	1040	642	549	815	713	800
Zfp352	0	0	0	0	0	0	0	0
Zfp353-ps	0	0	0	0	0	0	0	0
Zfp354a	22.866	19.999	26	15	23.738	38.001	28	8.683
Zfp354b	3.134	0	0	0	1.262	0	0	1.317
Zfp354c	42	23	35	32	62	24	76	20
Zfp358	202	298	137	260	1059	241	1170	318
Zfp36	3712.674	5208	3592.967	7394.702	19308.001	9896.25	22694.276	12040.149
Zfp362	1239.001	1008	585	1085	1811	1340	2280	1634
Zfp365	521	303	508	430	157	395	360	637
Zfp366	90	38	4	70	35	144	13	46
Zfp367	293.7	232.854	294.983	224.351	341.716	313.923	402.607	223.037
Zfp369	355.316	215.54	377.579	380.02	217.855	357.586	349.114	381.164
Zfp36l1	5256.932	4196	6354	5837.925	5093.733	6422	7452.927	7065
Zfp36l1-ps	1.068	0	0	1.075	3.267	0	1.073	0
Zfp36l2	7002	7566	5810	10547	14041	10703	18316.688	15053
Zfp36l3	0	0	0	0	1	0	0	0
Zfp37	51	22	82	55	24	37	46	48
Zfp382	9	16	13	31	24	26	20	25
Zfp383	71	62	73.434	63	80	47	106	48
Zfp384	2108.999	1859	1510	1805.526	2588.999	2232.437	3473.005	2380.001
Zfp385a	1750.622	1354.533	983.76	1310.857	2471.297	1142.205	3044.184	1599.908
Zfp385b	4	0	0	0	2	1	3	0
Zfp385c	8	1	4	0	8	1	11	0
Zfp386	508	224.001	786	416	384.001	418	506	569
Zfp389	5	0	19	25	4	4	4	6
Zfp39	56.954	40.582	80.635	78.65	57	62.246	76.026	100.746
Zfp395	627.101	574.183	361.061	444.161	2561.342	1287.137	3348.669	1257.381
Zfp397	606	363.058	903.861	642	341	495.001	695.702	712.001
Zfp398	275.328	216.549	232.069	181.57	237.098	211.223	372.105	235.19
Zfp40	86	18.006	97.078	36	46	43.112	46.01	44.033
Zfp407	670.94	505	864	881	302.999	768	613.999	1012
Zfp408	435.348	362.474	370.794	383.601	413.48	359	649.53	444
Zfp41	223.737	223.864	231.792	168	211.461	317.822	296.154	252.63
Zfp410	1200.476	978.468	1783.135	1139.486	1409.279	1389.466	1575.56	1459.206
Zfp414	353.031	347.166	346.85	390.755	579.888	455.807	775.303	562.629
Zfp418	56	30	47	14	27	29	28	46
Zfp419	0	0	0	0	0	0	0	0
Zfp42	0	0	0	0	0	0	0	0
Zfp420	36	29	104.001	56.999	26	51	46	51.001
Zfp422	195.013	240.346	336.371	270.532	298.355	472.718	363.015	440.147
Zfp422-ps	0	0	0	7.373	0	0	0	0
Zfp423	58	19	5	47	26	64	20	22
Zfp426	307.566	237.645	555.092	307.53	258.594	431.807	347.212	477.357
Zfp428	136.846	164.956	128	174	191.999	211	248	263.955
Zfp429	76.389	78.239	192.183	108.122	59.01	110.696	79.928	152.685
Zfp433	165.525	70.964	228.608	166	105.54	107.471	126	161.449
Zfp438	35.058	26	67	0	9.781	31.232	59	64
Zfp442	55.114	24.946	78.997	37.837	41.76	25.21	42.19	48.163
Zfp444	451.844	546.001	480	444.001	654	553	685	563.001
Zfp445	2217.505	1108	2900.533	2074.795	825.091	1806.001	1871.766	2160.325
Zfp446	164	146	184.244	120	155.121	177	194.248	166
Zfp449	26	25	14	30	24	26	39	42
Zfp451	901	662	1071.999	959.999	667	962	1170.987	1121.993
Zfp454	2	1	0	12	3	6	1	1
Zfp455	14.967	12.013	25.913	10.174	13.448	21.837	21.085	15.997
Zfp456	8.941	8.206	8.972	0	3.654	8.446	6.243	9.371
Zfp457	10.964	5	15	12.405	1	8.592	8.327	5.122
Zfp458	55.342	13.42	97	47.415	25.236	42.708	36.748	76.548
Zfp459	99.112	71.583	157.662	67.024	66.292	103.922	90.032	92.473
Zfp46	999	1192	956	1353	919	1403	1211	1656
Zfp462	341	189	229	200	177	274	264	310
Zfp467	119.001	123	92	109	194	154	238	220
Zfp469	37	48	16	60	72	46	71	38
Zfp472	159.904	69.816	268.866	131	140.513	136.643	145.557	143.778
Zfp473	39.087	41.028	42.011	35.002	50	39.006	43.999	27.999
Zfp474	0	0	0	0	0	0	0	0
Zfp488	0	0	0	3	2	2	1	0
Zfp493	32.822	16	52.589	17	8.166	17.357	9.199	23.157
Zfp503	824	1282	758	1288	908	1530	1097	1846
Zfp507	816.982	623.68	774.999	648.902	573.425	766.001	1035	945.999
Zfp51	390.18	222.798	747.571	414.924	304.346	438.113	441.489	582.15
Zfp511	570.286	607.2	676.744	584.279	707.164	749.255	765.172	936.53
Zfp512	562	435	676	643.026	514.001	755.179	674.004	851
Zfp512b	1148	674	949.999	878	1521	895.001	2441.001	1241.999
Zfp513	656	803	850	859.001	833	910.002	1017.999	1101.001
Zfp516	748.221	721.848	684.603	1175.024	616	956.976	1190.051	1524
Zfp518a	337.576	209.977	939.336	681.828	107.151	426.392	349.199	440.706
Zfp518b	282	279	316	398	155	366	413	482
Zfp52	322.256	256.838	773.556	521.38	101.146	266.673	233.519	608.467
Zfp521	92.845	14.538	0	47.224	37.985	25.795	22.139	3.371
Zfp523	224.838	315.493	102.876	178.73	443.161	205.612	522.607	270.275
Zfp524	239.289	307	274	252.685	538.009	328	500.104	366
Zfp526	253	374	181	302	219	337	354	364
Zfp53	0	41.991	158.422	152.609	19.858	34.141	26.815	121.158
Zfp532	825.272	507.224	845.627	798.962	573.534	639.601	975.26	991.13
Zfp534	0	0	0	0	0	0	0	5.783
Zfp536	27.155	18.103	0	0	26.506	5.758	5	1
Zfp54	171.846	117.589	376.226	188.748	96	148.214	107.731	212.555
Zfp541	0	1	3	12	1	1	1	8
